#,First Name,Last Name,Gender,Bloof Group,Date of Birth,Passport Number,NRIC Number,Religion,Race,Mobile Number,Country,State/Province,City,Zip/Postal Code,Address 1,Address 2,Academic Year,Register Number,Roll Number,Admission Date,Grade,Class,Session,Semester,Email,Password,Confirm Password,Father Name,Mother Name,Guardian Name,Guardian Relation,School Name,Qualification,Remarks
184,透,吉野,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,184,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 184,s10546660@gmail.com,12345678,12345678,康徳,,,,KMHHS,First,Good
185,直,本間,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,185,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 185,s10267720@gmail.com,12345678,12345678,八重子,,,,KMHHS,First,Good
186,弘一,須藤,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,186,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 186,s10547248@gmail.com,12345678,12345678,充昭,,,,KMHHS,First,Good
187,清司,岡崎,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,187,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 187,s10267726@gmail.com,12345678,12345678,泰二,,,,KMHHS,First,Good
188,利幸,小田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,188,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 188,s10544584@gmail.com,12345678,12345678,恵子,,,,KMHHS,First,Good
189,敬,伊東,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,189,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 189,s10507967@gmail.com,12345678,12345678,ゆりか,,,,KMHHS,First,Good
190,久子,鎌田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,190,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 190,s10547612@gmail.com,12345678,12345678,理沙,,,,KMHHS,First,Good
191,信之,上原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,191,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 191,s10547768@gmail.com,12345678,12345678,公平,,,,KMHHS,First,Good
192,精一,篠原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,192,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 192,s10545652@gmail.com,12345678,12345678,昌大,,,,KMHHS,First,Good
193,健三,小西,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,193,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 193,s10548236@gmail.com,12345678,12345678,琢磨,,,,KMHHS,First,Good
194,敦,松原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,194,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 194,s10548317@gmail.com,12345678,12345678,まどか,,,,KMHHS,First,Good
195,康男,福井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,195,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 195,s10548422@gmail.com,12345678,12345678,健,,,,KMHHS,First,Good
196,亮,古賀,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,196,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 196,s10548609@gmail.com,12345678,12345678,建一,,,,KMHHS,First,Good
197,耕一,小泉,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,197,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 197,s10268172@gmail.com,12345678,12345678,奈美,,,,KMHHS,First,Good
198,義孝,大森,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,198,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 198,s10548671@gmail.com,12345678,12345678,善夫,,,,KMHHS,First,Good
199,隆男,成田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,199,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 199,s10548985@gmail.com,12345678,12345678,茉莉,,,,KMHHS,First,Good
200,清次,南,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,200,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 200,s10268257@gmail.com,12345678,12345678,一郎,,,,KMHHS,First,Good
201,明彦,奥村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,201,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 201,s10260444@gmail.com,12345678,12345678,めぐみ,,,,KMHHS,First,Good
202,利治,内山,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,202,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 202,s10268566@gmail.com,12345678,12345678,知佳,,,,KMHHS,First,Good
203,啓一,川島,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,203,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 203,s13563627@gmail.com,12345678,12345678,香織,,,,KMHHS,First,Good
204,常雄,沢田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,204,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 204,s10549814@gmail.com,12345678,12345678,太郎,,,,KMHHS,First,Good
205,昌弘,桑原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,205,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 205,s10351320@gmail.com,12345678,12345678,ゆみこ,,,,KMHHS,First,Good
206,晴夫,三宅,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,206,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 206,s10618160@gmail.com,12345678,12345678,陽子,,,,KMHHS,First,Good
207,謙一,片岡,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,207,2022-2023,BR0-022,872388923,27-03-2023,3年,1組,Morning,Semester 207,s10617582@gmail.com,12345678,12345678,章弘,,,,KMHHS,First,Good
208,貞男,杉浦,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,208,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 208,s10268579@gmail.com,12345678,12345678,剛,,,,KMHHS,First,Good
209,勝弘,富田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,209,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 209,s10545435@gmail.com,12345678,12345678,晴香,,,,KMHHS,First,Good
210,良三,岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,210,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 210,s9535179@gmail.com,12345678,12345678,康弘,,,,KMHHS,First,Good
211,清隆,八木,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,211,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 211,s9526172@gmail.com,12345678,12345678,浩司,,,,KMHHS,First,Good
212,勝夫,奥田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,212,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 212,s9863954@gmail.com,12345678,12345678,寿一,,,,KMHHS,First,Good
213,和明,小沢,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,213,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 213,s9561924@gmail.com,12345678,12345678,由佳,,,,KMHHS,First,Good
214,誠治,松永,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,214,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 214,s9525768@gmail.com,12345678,12345678,博子,,,,KMHHS,First,Good
215,俊治,北川,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,215,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 215,s9525773@gmail.com,12345678,12345678,清美,,,,KMHHS,First,Good
216,裕一,関根,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,216,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 216,s9525838@gmail.com,12345678,12345678,友実,,,,KMHHS,First,Good
217,治男,河合,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,217,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 217,s9751325@gmail.com,12345678,12345678,裕美子,,,,KMHHS,First,Good
218,保男,平山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,218,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 218,s9446562@gmail.com,12345678,12345678,智明,,,,KMHHS,First,Good
219,栄二,牧野,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,219,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 219,s9525796@gmail.com,12345678,12345678,一,,,,KMHHS,First,Good
220,喜一郎,白石,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,220,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 220,s9924444@gmail.com,12345678,12345678,靖彦,,,,KMHHS,First,Good
221,光明,今村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,221,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 221,s9525901@gmail.com,12345678,12345678,茂治,,,,KMHHS,First,Good
222,勝一,寺田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,222,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 222,s9483420@gmail.com,12345678,12345678,夏美,,,,KMHHS,First,Good
223,義隆,青山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,223,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 223,s9525879@gmail.com,12345678,12345678,聡子,,,,KMHHS,First,Good
224,秀幸,中尾,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,224,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 224,s9726998@gmail.com,12345678,12345678,和彦,,,,KMHHS,First,Good
225,光子,小倉,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,225,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 225,s9525950@gmail.com,12345678,12345678,千裕,,,,KMHHS,First,Good
226,利彦,渋谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,226,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 226,s9525953@gmail.com,12345678,12345678,辰也,,,,KMHHS,First,Good
227,義美,上村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,227,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 227,s9908903@gmail.com,12345678,12345678,恵理,,,,KMHHS,First,Good
228,忠司,小野寺,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,228,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 228,s9562859@gmail.com,12345678,12345678,晶,,,,KMHHS,First,Good
229,光治,大山,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,229,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 229,s9526006@gmail.com,12345678,12345678,洋光,,,,KMHHS,First,Good
230,勝巳,足立,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,230,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 230,s9526029@gmail.com,12345678,12345678,純史,,,,KMHHS,First,Good
231,祐一,岡村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,231,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 231,s9567654@gmail.com,12345678,12345678,佳生,,,,KMHHS,First,Good
232,努,坂口,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,232,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 232,s9526037@gmail.com,12345678,12345678,訓子,,,,KMHHS,First,Good
233,義久,天野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,233,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 233,s9526040@gmail.com,12345678,12345678,芳和,,,,KMHHS,First,Good
234,義春,多田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,234,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 234,s9534037@gmail.com,12345678,12345678,章夫,,,,KMHHS,First,Good
235,芳郎,佐久間,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,235,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 235,s9823015@gmail.com,12345678,12345678,裕和,,,,KMHHS,First,Good
236,正孝,根本,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,236,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 236,s9529087@gmail.com,12345678,12345678,富雄,,,,KMHHS,First,Good
237,卓,豊田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,237,2022-2023,BR0-022,872388923,27-03-2023,3年,2組,Morning,Semester 237,s9526113@gmail.com,12345678,12345678,雷太,,,,KMHHS,First,Good
238,節夫,田島,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,238,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 238,s9799038@gmail.com,12345678,12345678,仁志,,,,KMHHS,First,Good
239,崇,飯塚,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,239,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 239,s9509689@gmail.com,12345678,12345678,翔子,,,,KMHHS,First,Good
240,義博,角田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,240,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 240,s9525344@gmail.com,12345678,12345678,浩二,,,,KMHHS,First,Good
241,弘志,村山,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,241,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 241,s9525739@gmail.com,12345678,12345678,実,,,,KMHHS,First,Good
242,鉄男,武藤,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,242,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 242,s9525766@gmail.com,12345678,12345678,博基,,,,KMHHS,First,Good
243,一也,白井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,243,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 243,s9525776@gmail.com,12345678,12345678,雅弘,,,,KMHHS,First,Good
244,寿一,西,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,244,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 244,s9525841@gmail.com,12345678,12345678,文子,,,,KMHHS,First,Good
245,雅夫,竹田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,245,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 245,s9667598@gmail.com,12345678,12345678,典子,,,,KMHHS,First,Good
246,良平,宮下,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,246,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 246,s9525795@gmail.com,12345678,12345678,累,,,,KMHHS,First,Good
247,泰,榎本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,247,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 247,s9580417@gmail.com,12345678,12345678,宏美,,,,KMHHS,First,Good
248,義行,塚本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,248,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 248,s9525904@gmail.com,12345678,12345678,崇雄,,,,KMHHS,First,Good
249,千代子,神谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,249,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 249,s9525926@gmail.com,12345678,12345678,敏幸,,,,KMHHS,First,Good
250,治夫,坂田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,250,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 250,s7692494@gmail.com,12345678,12345678,恵利子,,,,KMHHS,First,Good
251,清子,水谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,251,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 251,s9525971@gmail.com,12345678,12345678,美穂,,,,KMHHS,First,Good
252,忠治,児玉,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,252,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 252,s9525955@gmail.com,12345678,12345678,太輔,,,,KMHHS,First,Good
253,義之,坂井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,253,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 253,s9529006@gmail.com,12345678,12345678,智義,,,,KMHHS,First,Good
254,静子,齋藤,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,254,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 254,s9562820@gmail.com,12345678,12345678,慈,,,,KMHHS,First,Good
255,一幸,浅井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,255,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 255,s9911086@gmail.com,12345678,12345678,賢太,,,,KMHHS,First,Good
256,裕司,小原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,256,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 256,s11575230@gmail.com,12345678,12345678,宏幸,,,,KMHHS,First,Good
257,晋,岡部,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,257,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 257,s9526028@gmail.com,12345678,12345678,伸弥,,,,KMHHS,First,Good
258,良二,森下,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,258,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 258,s9526039@gmail.com,12345678,12345678,哲,,,,KMHHS,First,Good
259,一弘,神田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,259,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 259,s9526020@gmail.com,12345678,12345678,由紀,,,,KMHHS,First,Good
260,和人,小笠原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,260,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 260,s9783704@gmail.com,12345678,12345678,隆史,,,,KMHHS,First,Good
261,幸吉,中井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,261,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 261,s9764239@gmail.com,12345678,12345678,尚子,,,,KMHHS,First,Good
262,文彦,植田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,262,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 262,s9529093@gmail.com,12345678,12345678,美聡,,,,KMHHS,First,Good
263,幸司,河村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,263,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 263,s9561854@gmail.com,12345678,12345678,公亮,,,,KMHHS,First,Good
264,勇夫,宮川,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,264,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 264,s9562959@gmail.com,12345678,12345678,孝志,,,,KMHHS,First,Good
265,達男,稲垣,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,265,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 265,s9526162@gmail.com,12345678,12345678,龍,,,,KMHHS,First,Good
266,勇治,前川,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,266,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 266,s9509682@gmail.com,12345678,12345678,由佳,,,,KMHHS,First,Good
267,弘明,大川,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,267,2022-2023,BR0-022,872388923,27-03-2023,3年,3組,Morning,Semester 267,s9509690@gmail.com,12345678,12345678,洋史,,,,KMHHS,First,Good
268,松雄,松崎,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,268,2022-2023,BR0-022,872388923,27-03-2023,4年,1組,Morning,Semester 268,s9912489@gmail.com,12345678,12345678,あさみ,,,,KMHHS,First,Good
269,岩雄,長田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,269,2022-2023,BR0-022,872388923,27-03-2023,4年,1組,Morning,Semester 269,s9525738@gmail.com,12345678,12345678,秀一,,,,KMHHS,First,Good
270,光弘,若林,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,270,2022-2023,BR0-022,872388923,27-03-2023,4年,1組,Morning,Semester 270,s9525745@gmail.com,12345678,12345678,佐和子,,,,KMHHS,First,Good
271,洋二,飯島,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,271,2022-2023,BR0-022,872388923,27-03-2023,4年,1組,Morning,Semester 271,s9525765@gmail.com,12345678,12345678,亜美,,,,KMHHS,First,Good
272,安夫,谷,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,272,2022-2023,BR0-022,872388923,27-03-2023,4年,1組,Morning,Semester 272,s9443420@gmail.com,12345678,12345678,良,,,,KMHHS,First,Good
